id,data_coleta,horario_coleta,supermercado,marca,nome_produto,embalagem,cidade,uf,regiao,preco_atual,preco_original,em_promocao,disponivel,url,erro,categoria,rota_css,url_recuperada,tentativas
1352,2026-03-24,08:08:34,Carrefour Mercado,Heineken,Heineken Lata,350ml,São Paulo,SP,Sudeste,5.09,,0,1,https://mercado.carrefour.com.br/cerveja-heineken-lata-sleek-350ml-3180018/p,,Cervejas,10,,1
1353,2026-03-24,08:08:44,Carrefour Mercado,Heineken,Heineken Lata,269ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-heineken-lata-269ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,2
1354,2026-03-24,08:09:04,Carrefour Mercado,Heineken,Heineken Long Neck,355ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-heineken-long-neck-355ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,2
1355,2026-03-24,08:09:24,Carrefour Mercado,Heineken,Heineken Garrafa,600ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-heineken-garrafa-600ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,2
1356,2026-03-24,08:09:44,Carrefour Mercado,Heineken,Heineken 0.0,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-lager-zero-alcool-heineken-lata-350ml-3180026/p,preco_nao_encontrado_todas_rotas,Cervejas,,,2
1357,2026-03-24,08:10:02,Carrefour Mercado,Heineken,Heineken Silver,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-heineken-silver-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,2
1358,2026-03-24,08:10:21,Carrefour Mercado,Skol,Skol Lata,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-skol-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,2
1359,2026-03-24,08:10:42,Carrefour Mercado,Skol,Skol Lata,269ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-skol-lata-269ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,2
1360,2026-03-24,08:11:03,Carrefour Mercado,Brahma,Brahma Chopp Lata,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-brahma-chopp-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,2
1361,2026-03-24,08:11:21,Carrefour Mercado,Brahma,Brahma Duplo Malte,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-brahma-duplo-malte-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,2
1362,2026-03-24,08:11:41,Carrefour Mercado,Stella Artois,Stella Artois Lata,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-stella-artois-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,2
1363,2026-03-24,08:12:00,Carrefour Mercado,Stella Artois,Stella Artois Long Neck,355ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-stella-artois-long-neck-355ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,2
1364,2026-03-24,08:12:21,Carrefour Mercado,Corona,Corona Extra Long Neck,355ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-corona-extra-long-neck-355ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,2
1365,2026-03-24,08:12:40,Carrefour Mercado,Budweiser,Budweiser Lata,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-budweiser-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,2
